version,weight,weight_post,ft_hispanic,ft_black,ft_white,state2,dist,region,statefip,race,white,black,hispan,asian,whiteid,hispanid,blackid,asianid,raceid,pid7,pid3,ideo,pid_importance,education,education5,education4,age,income,gender,marital,fl_dem,fl_gop,fl_ingroup,fl_outgroup,condition_hard_for_blacks,blacks_no_special_favor,blacks_try_harder,blacks_got_less,rr,protest,petition,contribute_indv,contribute_party,contribute_group,work,campaign_actvt
"ANES2020TimeSeries_20220210",.5206121068,.7021834175,70,85,85,"SD",1,2,46,1,1,0,0,0,3,,,,3,5,0,5,0,3,3,2,60,6,2,1,50,60,60,50,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7002466442,1.149177286,40,20,80,"TX",19,3,-1,1,1,0,0,0,2,,,,2,6,1,5,1,7,5,4,34,15,2,1,60,40,40,60,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2544081477,.4137018257,50,50,50,"CO",4,4,8,5,0,0,0,0,,,,,,4,,4,,6,4,3,37,1,1,4,0,5,,,2,0,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7988959601,,,,,"MT",1,4,30,1,1,0,0,0,,,,,,6,1,5,3,5,3,2,69,10,2,1,15,60,60,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.7358120164,.7419192946,60,50,50,"NJ",2,1,34,1,1,0,0,0,4,,,,4,3,0,,0,6,4,3,40,22,2,1,50,50,50,50,2,3,1,2,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.053564341,1.071868865,85,85,85,"CA",31,4,6,5,0,0,0,0,,,,,,3,0,2,0,6,4,3,43,17,1,4,70,0,70,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.086047505,.9163066502,85,85,85,"VA",9,3,51,1,1,0,0,0,4,,,,4,3,0,3,0,3,3,2,21,1,1,6,30,30,30,30,1,1,0,1,.1875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2192199765,.1722020287,60,60,60,"IL",16,2,17,1,1,0,0,0,4,,,,4,1,-1,4,-4,1,1,1,64,1,1,4,70,0,70,0,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2737637656,.253070745,70,70,70,"AZ",1,4,4,1,1,0,0,0,3,,,,3,1,-1,3,-2,6,4,3,46,16,2,4,85,0,85,0,1,1,0,2,.25,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9286715836,.8682338047,85,85,85,"NY",16,1,36,3,0,0,1,0,,1,,,1,4,0,,0,3,3,2,41,5,2,1,70,70,,,3,2,2,3,.625,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9524996435,.8481284298,100,100,100,"MI",7,2,26,1,1,0,0,0,2,,,,2,4,0,,0,6,4,3,32,11,2,6,50,50,,,2,2,1,3,.5,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1506037535,.1003425586,85,85,85,"MD",5,3,24,2,0,1,0,0,,,2,,2,1,-1,3,-4,3,3,2,67,1,2,3,,,,,2,2,0,3,.4375,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.463210951,.410586064,100,100,40,"CO",7,4,8,1,1,0,0,0,5,,,,5,1,-1,2,-3,7,5,4,,11,2,6,70,0,70,0,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4875181383,,,,,"KS",3,2,20,1,1,0,0,0,,,,,,1,-1,,-4,6,4,3,80,10,1,3,100,0,100,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.11684729,.0882313229,50,50,50,"WA",2,4,53,1,1,0,0,0,5,,,,5,4,0,3,0,3,3,2,73,4,1,3,50,50,,,4,3,2,3,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.405977218,2.359542111,100,100,100,"FL",6,3,12,1,1,0,0,0,1,,,,1,4,,,,1,1,1,36,11,1,6,0,60,,,5,4,2,5,1,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1174782918,.0892171978,70,60,85,"CA",39,4,6,4,0,0,0,1,,,,3,3,2,-1,4,-2,3,3,2,76,1,2,3,85,60,85,60,4,4,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1371850378,.0961168107,85,70,100,"NC",4,3,37,1,1,0,0,0,2,,,,2,7,1,5,4,6,4,3,80,2,1,3,30,85,85,30,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",6.932928699,6.650664838,50,50,50,"IN",9,2,-1,2,0,1,0,0,,,1,,1,4,0,,0,1,1,1,21,11,2,6,50,50,,,3,2,0,3,.5,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.599532959,1.299809043,50,50,100,"TN",3,3,47,1,1,0,0,0,1,,,,1,7,1,6,2,2,2,1,77,7,1,3,0,100,100,0,3,2,2,4,.6875,2,2,1,1,2,1,3
"ANES2020TimeSeries_20220210",1.587239049,,,,,"VA",3,3,51,3,0,0,1,0,,,,,,1,-1,4,-5,4,3,2,47,15,2,1,100,50,100,50,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.2040736589,.1966052669,90,85,40,"CA",52,4,6,2,0,1,0,0,,,2,,2,6,1,6,3,7,5,4,29,13,2,6,15,70,70,15,1,0,2,4,.4375,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.576639337,2.935955887,50,50,50,"AL",4,3,1,1,1,0,0,0,5,,,,5,4,0,5,0,3,3,2,42,12,1,4,50,60,,,5,4,4,5,1.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.910358323,2.033822039,100,100,100,"MD",4,3,24,5,0,0,0,0,,,,,,4,0,4,0,2,2,1,43,17,1,1,50,0,,,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8237726595,1.28273174,85,85,85,"GA",7,3,-1,4,0,0,0,1,,,,1,1,5,0,,0,6,4,3,45,11,2,1,30,60,60,30,4,3,4,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.69512322,1.45219222,85,85,85,"TX",3,3,48,3,0,0,1,0,,4,,,4,4,0,4,0,6,4,3,,17,1,1,10,10,,,2,1,1,2,.375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.418508011,1.250209678,65,85,50,"MN",3,2,27,1,1,0,0,0,4,,,,4,1,-1,5,-3,6,4,3,49,19,2,1,100,50,100,50,2,1,1,2,.375,2,2,1,1,1,2,3
"ANES2020TimeSeries_20220210",.1400173212,.1699413922,70,30,100,"MN",3,2,27,1,1,0,0,0,1,,,,1,7,1,,5,6,4,3,75,-9,1,1,0,100,100,0,5,4,4,5,1.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5654228554,,,,,"FL",19,3,12,1,1,0,0,0,,,,,,7,1,6,4,6,4,3,80,10,2,3,0,85,85,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.172519892,.1696918835,100,100,100,"GA",3,3,13,2,0,1,0,0,,,1,,1,1,-1,2,-4,7,5,4,39,15,2,6,70,40,70,40,1,0,1,1,.1875,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8770967749,.7716468047,,100,100,"IL",10,2,17,1,1,0,0,0,5,,,,5,1,-1,2,-5,5,3,2,73,22,2,1,85,0,85,0,3,3,1,4,.6875,2,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",4.861747102,4.362597712,90,90,75,"ID",1,4,16,3,0,0,1,0,,3,,,3,5,0,6,0,2,2,1,26,22,2,6,0,70,70,0,5,3,3,5,1,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",.3440575913,.2555037848,50,50,85,"NJ",7,1,34,1,1,0,0,0,1,,,,1,2,-1,4,-1,2,2,1,59,1,2,1,,50,,50,5,4,4,4,1.0625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2635886824,.2406593365,50,60,60,"IA",1,2,19,1,1,0,0,0,5,,,,5,3,0,,0,2,2,1,25,4,2,6,60,30,60,30,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3018821838,.2314921681,60,100,15,"TX",9,3,48,2,0,1,0,0,,,1,,1,1,-1,,-1,6,4,3,28,4,1,6,80,50,80,50,1,0,0,1,.125,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.550353685,2.597975294,65,60,70,"IL",6,2,17,1,1,0,0,0,3,,,,3,4,0,4,0,6,4,3,22,17,1,6,20,20,,,4,2,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.51735165,2.000327094,100,85,70,"TX",16,3,-1,3,0,0,1,0,,1,,,1,4,0,,0,2,2,1,40,1,1,6,50,50,,,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",2.84263128,,,,,"FL",5,3,12,1,1,0,0,0,,,,,,1,-1,2,-3,3,3,2,47,20,2,1,75,10,75,10,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.6847914164,.6717402857,85,85,85,"MA",4,1,25,1,1,0,0,0,3,,,,3,1,-1,2,-4,7,5,4,56,20,2,4,85,40,85,40,1,0,0,1,.125,2,1,2,2,1,2,1
"ANES2020TimeSeries_20220210",.6488695837,.6926531182,70,70,85,"WI",1,2,55,1,1,0,0,0,5,,,,5,7,1,6,3,8,5,4,32,21,1,1,0,70,70,0,4,3,3,5,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.200858497,1.016071867,,,,"AR",2,3,5,2,0,1,0,0,,,2,,2,1,-1,6,-5,2,2,1,78,-9,2,4,100,0,100,0,2,2,0,1,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4270410742,.3532757454,70,70,50,"CA",14,4,6,1,1,0,0,0,5,,,,5,2,-1,1,-1,8,5,4,72,22,1,1,50,0,50,0,1,0,0,1,.125,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.550128478,.5401842001,80,80,80,"IL",10,2,17,1,1,0,0,0,3,,,,3,2,-1,3,-3,7,5,4,34,20,2,1,70,35,70,35,1,0,1,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.144483921,.8816160503,70,70,70,"NY",26,1,36,1,1,0,0,0,3,,,,3,5,,5,,3,3,2,70,11,1,1,,,,,5,4,2,3,.875,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.8822461831,.8575085569,60,60,40,"GA",8,3,13,1,1,0,0,0,5,,,,5,4,0,4,0,2,2,1,26,7,1,1,30,30,,,1,1,3,1,.375,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8379136474,.7199550355,78,48,58,"TX",18,3,-1,3,0,0,1,0,,3,,,3,1,-1,2,-1,6,4,3,27,6,1,6,85,25,85,25,1,2,1,4,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.499952537,1.305356394,70,70,85,"OH",12,2,39,1,1,0,0,0,3,,,,3,7,1,6,4,2,2,1,74,22,1,1,0,100,100,0,4,4,4,5,1.0625,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",1.2364603,1.642983451,50,100,70,"AL",2,3,1,1,1,0,0,0,5,,,,5,7,1,5,3,3,3,2,64,8,2,1,0,85,85,0,4,4,2,4,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4825922663,.374009758,50,50,50,"AZ",4,4,4,1,1,0,0,0,2,,,,2,7,1,6,4,2,2,1,80,9,1,1,30,85,85,30,4,3,1,4,.75,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4173637353,.4093258103,80,75,80,"AZ",6,4,4,1,1,0,0,0,3,,,,3,5,0,5,0,7,5,4,58,21,1,1,10,80,80,10,4,4,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.5141105889,.5133024147,60,40,85,"OH",12,2,39,1,1,0,0,0,3,,,,3,6,1,4,2,6,4,3,56,19,2,4,15,85,85,15,4,4,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8600326006,.7612220703,,,,"OR",3,4,41,1,1,0,0,0,,,,,,1,-1,5,-1,3,3,2,68,17,1,1,70,50,70,50,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.3625678205,.2628148344,85,,85,"PA",7,1,42,1,1,0,0,0,5,,,,5,1,-1,4,-4,6,4,3,78,8,1,1,85,15,85,15,1,1,0,2,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",6.932928699,6.650664838,70,70,70,"WA",9,4,53,4,0,0,0,1,,,,3,3,4,0,,0,2,2,1,,21,2,4,60,40,,,2,2,2,3,.5625,2,2,2,2,2,1,1
"ANES2020TimeSeries_20220210",2.281074791,4.101341064,100,100,100,"NY",19,1,-1,1,1,0,0,0,1,,,,1,2,-1,4,-1,,,,20,12,2,6,50,50,50,50,1,0,0,4,.3125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7121427794,1.074579692,70,85,70,"OH",5,2,39,2,0,1,0,0,,,1,,1,2,-1,3,-1,3,3,2,33,7,1,5,85,60,85,60,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2634247522,.2061060972,80,80,80,"IN",9,2,18,1,1,0,0,0,3,,,,3,3,0,3,0,4,3,2,80,5,2,3,70,0,70,0,4,2,1,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4279848257,,,,,"NY",20,1,36,1,1,0,0,0,,,,,,2,-1,5,-1,6,4,3,50,13,2,6,60,40,60,40,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",2.134801235,,,,,"AZ",5,4,4,3,0,0,1,0,,,,,,1,-1,,-4,1,1,1,62,15,1,1,0,0,0,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.4409119952,.436544438,50,50,40,"MO",2,2,29,1,1,0,0,0,4,,,,4,1,-1,3,-2,7,5,4,35,22,1,1,75,0,75,0,1,0,0,2,.1875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.698210542,2.626506199,85,85,85,"AZ",5,4,4,3,0,0,1,0,,4,,,4,5,0,5,0,2,2,1,63,20,2,1,30,30,30,30,2,1,1,3,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6722803562,.5536691944,50,50,50,"MD",3,3,24,2,0,1,0,0,,,1,,1,1,-1,,-5,2,2,1,70,2,2,3,100,0,100,0,3,2,0,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4942009754,.3916136095,60,85,60,"CA",39,4,6,1,1,0,0,0,5,,,,5,5,0,5,0,7,5,4,27,5,1,6,30,15,15,30,1,0,0,4,.3125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.2424637446,.1676961557,50,60,70,"NC",5,3,37,1,1,0,0,0,5,,,,5,5,0,6,0,3,3,2,62,4,2,1,0,70,70,0,4,4,3,4,.9375,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.8570974499,.7574304843,75,90,45,"LA",2,3,22,1,1,0,0,0,3,,,,3,1,-1,2,-1,6,4,3,29,16,2,1,55,5,55,5,1,0,0,1,.125,1,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.2555804037,.1504554355,70,70,60,"NC",1,3,37,2,0,1,0,0,,,1,,1,1,-1,,-4,3,3,2,61,4,1,5,70,0,70,0,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.366529145,1.161928066,75,95,50,"IL",6,2,17,4,0,0,0,1,,,,3,3,2,-1,2,-3,2,2,1,19,1,2,6,60,50,60,50,2,1,2,2,.4375,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4975830025,.830458901,50,100,100,"WI",1,2,-1,1,1,0,0,0,2,,,,2,6,1,,1,3,3,2,27,16,2,1,0,100,100,0,5,0,0,5,.625,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6404789728,,,,,"ID",2,4,16,1,1,0,0,0,,,,,,7,1,6,2,4,3,2,73,14,2,1,15,70,70,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.2414388314,.2290250097,,,,"CA",24,4,6,1,1,0,0,0,5,,,,5,4,0,2,0,4,3,2,31,5,2,6,40,40,,,4,1,2,2,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7714130998,.7873869771,70,70,70,"WV",1,3,54,1,1,0,0,0,4,,,,4,3,0,2,0,8,5,4,50,22,1,1,70,0,70,0,2,1,0,2,.3125,2,2,1,2,2,2,1
"ANES2020TimeSeries_20220210",.6325116793,,,,,"CA",37,4,6,2,0,1,0,0,,,,,,1,-1,3,-2,1,1,1,60,1,2,6,70,0,70,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.1942014884,.156347457,75,75,75,"SC",1,3,45,5,0,0,0,0,,,,,,5,0,5,0,3,3,2,55,-9,-9,1,0,70,70,0,4,3,2,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.339849248,.5372309857,100,100,80,"NH",1,1,33,1,1,0,0,0,4,,,,4,4,0,1,0,6,4,3,30,5,2,6,0,0,,,1,0,0,1,.125,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.270374323,.4109988462,100,100,100,"CA",27,4,-1,4,0,0,0,1,,,,5,5,4,0,,0,3,3,2,25,3,1,6,30,50,,,3,1,2,4,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7518175961,.6646693134,75,75,75,"WI",2,2,55,1,1,0,0,0,4,,,,4,4,0,,0,3,3,2,20,1,2,6,0,70,,,3,2,1,3,.5625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.56030478,,,,,"CT",1,1,9,,0,0,0,0,,,,,,,0,4,0,7,5,4,,-9,-9,1,,,,,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.6897676274,.603125544,85,60,60,"VA",2,3,51,1,1,0,0,0,5,,,,5,2,-1,2,-3,6,4,3,47,10,2,1,70,15,70,15,2,1,0,2,.3125,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",2.642759126,2.170601748,50,50,50,"NY",21,1,36,1,1,0,0,0,3,,,,3,5,0,4,0,2,2,1,61,12,2,1,30,70,70,30,4,4,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.1973915602,.1587178892,50,50,50,"NY",21,1,36,1,1,0,0,0,5,,,,5,4,0,,0,6,4,3,29,3,2,1,50,50,,,2,1,2,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.474695401,1.16954287,40,80,100,"LA",6,3,22,1,1,0,0,0,4,,,,4,7,1,7,3,2,2,1,70,10,1,1,0,85,85,0,4,3,3,4,.875,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",.1960457498,.186246627,50,50,50,"MN",1,2,27,3,0,0,1,0,,2,,,2,1,-1,1,-4,3,3,2,56,2,2,4,85,15,85,15,1,1,0,1,.1875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.6088604,1.607315556,50,70,60,"WA",1,4,53,1,1,0,0,0,3,,,,3,3,0,3,0,2,2,1,59,20,1,1,60,15,60,15,1,1,1,2,.3125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.483067898,.4002087211,75,75,75,"WA",4,4,53,1,1,0,0,0,4,,,,4,1,-1,1,-3,7,5,4,73,16,2,6,70,0,70,0,1,0,0,1,.125,1,1,1,2,1,2,2
"ANES2020TimeSeries_20220210",.1981426964,.1596831148,50,50,50,"FL",7,3,12,1,1,0,0,0,5,,,,5,5,,4,,2,2,1,71,1,2,3,,,,,5,4,0,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.3596305207,.3512428997,90,90,65,"CT",1,1,9,4,0,0,0,1,,,,4,4,2,-1,2,-2,7,5,4,32,20,2,1,50,20,50,20,1,3,3,2,.5625,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.019448534,,,,,"WI",3,2,55,1,1,0,0,0,,,,,,3,0,,0,3,3,2,79,21,2,1,40,40,40,40,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",2.112851279,1.919669564,50,50,50,"NY",14,1,36,1,1,0,0,0,5,,,,5,3,0,3,0,6,4,3,,16,2,1,85,0,85,0,1,0,0,1,.125,2,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.1647433373,.1385347483,50,50,50,"FL",8,3,12,1,1,0,0,0,5,,,,5,1,-1,,-4,2,2,1,49,1,2,5,85,0,85,0,3,2,2,3,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.256187262,1.217405907,89,89,89,"IN",3,2,18,1,1,0,0,0,5,,,,5,3,0,2,0,2,2,1,43,12,2,4,70,0,70,0,3,2,0,1,.375,1,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.6033127453,.4742240791,100,100,85,"NM",2,4,35,3,0,0,1,0,,2,,,2,3,0,2,0,6,4,3,39,13,2,1,60,30,60,30,1,0,0,1,.125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.13025265,1.661426651,70,70,50,"WI",4,2,-1,2,0,1,0,0,,,1,,1,1,-1,6,-2,4,3,2,46,13,2,1,85,0,85,0,1,4,0,1,.375,1,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.6938432949,1.040037687,60,70,85,"IL",15,2,17,1,1,0,0,0,4,,,,4,4,0,,0,2,2,1,47,6,2,4,40,70,,,4,1,4,4,.8125,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.7176356337,.5841753507,85,85,85,"CO",4,4,8,1,1,0,0,0,3,,,,3,7,1,6,4,3,3,2,72,11,2,1,0,100,100,0,4,3,3,4,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.348755654,,,,,"IL",11,2,17,4,0,0,0,1,,,,,,1,-1,2,-4,3,3,2,78,18,2,4,85,15,85,15,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.5550771562,.4803450287,85,85,70,"NJ",3,1,34,1,1,0,0,0,5,,,,5,7,1,7,1,3,3,2,68,19,1,1,15,60,60,15,5,3,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",3.68273876,3.347165798,50,50,50,"FL",21,3,12,1,1,0,0,0,4,,,,4,6,1,4,1,6,4,3,47,20,2,1,0,70,70,0,5,3,3,3,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.182120956,.9988030071,50,50,50,"FL",12,3,12,1,1,0,0,0,5,,,,5,4,0,4,0,2,2,1,74,10,1,1,,,,,5,3,3,4,.9375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.184649309,,,,,"MI",4,2,26,1,1,0,0,0,,,,,,7,1,7,4,2,2,1,,-9,1,1,0,100,100,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.2919886828,.2144341058,70,70,70,"MN",3,2,27,1,1,0,0,0,4,,,,4,2,-1,2,-3,7,5,4,73,15,1,1,75,25,75,25,2,1,1,2,.375,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",.6761979533,.685810652,100,100,100,"IN",4,2,18,1,1,0,0,0,5,,,,5,3,0,3,0,6,4,3,31,17,1,1,60,15,60,15,1,0,0,1,.125,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",.7448609673,.5537044396,50,50,50,"VA",4,3,51,2,0,1,0,0,,,4,,4,3,0,4,0,2,2,1,60,1,2,1,85,0,85,0,2,3,0,2,.4375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.957937586,1.956240956,100,100,70,"WA",7,4,53,1,1,0,0,0,3,,,,3,1,-1,2,-3,6,4,3,54,21,2,1,70,0,70,0,1,0,0,1,.125,1,1,1,2,2,2,1
"ANES2020TimeSeries_20220210",.6458374912,.6589442914,85,85,85,"MA",8,1,25,1,1,0,0,0,4,,,,4,1,-1,2,-4,4,3,2,54,18,2,1,85,0,85,0,1,0,0,3,.25,2,1,1,1,1,2,3
"ANES2020TimeSeries_20220210",.3250285434,.2346739365,70,70,85,"MO",2,2,29,1,1,0,0,0,3,,,,3,1,-1,3,-3,3,3,2,76,5,1,1,85,30,85,30,2,3,1,2,.5,2,2,2,1,2,2,1
"ANES2020TimeSeries_20220210",.1601598852,.2345232671,100,100,100,"CO",3,4,-1,1,1,0,0,0,5,,,,5,4,0,,0,1,1,1,67,4,2,3,50,50,,,1,0,0,3,.25,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.591263338,.9137303961,,,,"NM",2,4,35,1,1,0,0,0,,,,,,5,0,6,0,8,5,4,59,21,2,1,15,70,70,15,,,,,,2,2,2,2,1,2,1
"ANES2020TimeSeries_20220210",.7136531934,.6953787569,60,30,50,"TX",21,3,48,1,1,0,0,0,4,,,,4,6,1,5,3,6,4,3,30,14,2,6,0,50,50,0,2,1,2,5,.625,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.662070058,,,,,"NY",4,1,36,1,1,0,0,0,,,,,,7,1,6,5,2,2,1,67,17,1,1,0,70,70,0,,,,,,,,,,,,
"ANES2020TimeSeries_20220210",.4259056336,.3833278798,70,50,50,"CO",5,4,8,1,1,0,0,0,4,,,,4,7,1,6,1,7,5,4,62,-9,2,4,0,70,70,0,4,3,3,4,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4603325476,.3773487371,60,60,50,"AZ",2,4,4,1,1,0,0,0,4,,,,4,6,1,5,1,6,4,3,24,4,1,6,15,85,85,15,2,2,1,3,.5,1,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",6.932928699,6.650664838,100,100,100,"CA",42,4,6,6,0,0,0,0,4,,,,,1,-1,2,-4,1,1,1,20,19,1,6,85,0,85,0,2,0,0,2,.25,2,1,1,1,2,2,2
"ANES2020TimeSeries_20220210",.722868715,.5423759969,75,95,75,"LA",3,3,22,2,0,1,0,0,,,1,,1,1,-1,2,-5,6,4,3,59,14,1,6,85,30,85,30,1,0,0,1,.125,2,2,1,1,2,1,3
"ANES2020TimeSeries_20220210",.3359140522,.484045139,85,85,85,"AZ",2,4,4,1,1,0,0,0,5,,,,5,3,0,,0,4,3,2,54,5,1,6,100,60,100,60,1,3,3,1,.5,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4701804098,.4038131005,100,100,100,"CA",4,4,6,1,1,0,0,0,5,,,,5,4,0,2,0,4,3,2,59,-9,2,3,50,50,,,2,0,0,4,.375,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9431006485,1.409575452,50,50,50,"OH",15,2,-1,1,1,0,0,0,4,,,,4,6,1,3,1,2,2,1,39,1,1,6,50,50,50,50,3,3,2,3,.6875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",1.178348415,2.086056858,50,50,50,"AZ",5,4,-1,1,1,0,0,0,5,,,,5,6,1,5,3,2,2,1,28,15,1,6,15,60,60,15,4,3,3,4,.875,2,1,2,2,2,2,0
"ANES2020TimeSeries_20220210",.9589140984,.9854476542,70,75,75,"CA",3,4,6,1,1,0,0,0,3,,,,3,1,-1,4,-2,8,5,4,47,21,2,4,75,25,75,25,1,3,0,1,.3125,2,2,1,1,2,2,2
"ANES2020TimeSeries_20220210",2.658751048,2.253704046,50,60,70,"AL",2,3,1,1,1,0,0,0,5,,,,5,6,1,4,2,4,3,2,61,22,2,1,,,,,4,2,3,5,.875,2,2,2,2,2,2,0
"ANES2020TimeSeries_20220210",.4504284577,.3763957724,85,85,85,"VA",8,3,51,1,1,0,0,0,3,,,,3,3,0,3,0,7,5,4,37,16,1,6,60,10,60,10,1,0,0,1,.125,1,2,2,2,2,2,0
